post_link,posted_title,posted_date,brand,model,grade,trim_edition,year_of_manufacture,condition,transmission,body_type,fuel_type,engine_capacity,mileage,vehicle_price
https://ikman.lk/en/ad/nissan-trad-sunny-1989-for-sale-gampaha,Nissan trad sunny 1989,"Posted on 09 Sep 9:26 am, Negombo, Gampaha1491views",Nissan,Other Model,0,trad sunny,1989,Used,Manual,Saloon,Petrol,"1,500 cc","328,000 km","Rs 1,250,000"
https://ikman.lk/en/ad/nissan-sunny-1998-for-sale-colombo-4,Nissan Sunny 1998,"Posted on 09 Sep 3:46 pm, Dehiwala, Colombo2691views",Nissan,Sunny,0,Nissan Sunny,1998,Used,Manual,Saloon,Petrol,"1,400 cc","102,000 km","Rs 3,800,000"
https://ikman.lk/en/ad/nissan-sunny-1998-for-sale-galle-1,Nissan Sunny 1998,"Posted on 05 Aug 11:30 am, Galle City, Galle5759views",Nissan,Sunny,0,0,1998,Used,Manual,Saloon,Petrol,"1,490 cc","285,100 km","Rs 2,290,000"
https://ikman.lk/en/ad/nissan-pulsar-1995-for-sale-kurunegala,Nissan Pulsar 1995,"Posted on 04 Aug 2:09 pm, Kuliyapitiya, Kurunegala1899views",Nissan,Pulsar,0,1995,1995,Used,Manual,Saloon,Petrol,"1,450 cc","234,740 km","Rs 2,500,000"
https://ikman.lk/en/ad/nissan-1987-for-sale-kalutara-3,Nissan B11 1987,"Posted on 31 Jul 6:55 pm, Matugama, Kalutara3493views",Nissan,Other Model,0,B11,1987,Used,Manual,Saloon,Petrol,"1,500 cc","149,700 km","Rs 600,000"
https://ikman.lk/en/ad/nissan-sunny-n17-2007-for-sale-gampaha-12,Nissan Sunny N17 2007,"Posted on 02 Sep 6:26 pm, Kadawatha, Gampaha5955views",Nissan,Sunny,0,N17,2007,Used,Manual,Saloon,Petrol,"1,300 cc","135,000 km","Rs 3,495,000"
https://ikman.lk/en/ad/nissan-sunny-n16-2002-for-sale-gampaha-18,Nissan Sunny N16 2002,"Posted on 08 Sep 11:16 am, Nittambuwa, Gampaha4781views",Nissan,Sunny,0,N16,2002,Used,Manual,Saloon,Petrol,"1,500 cc","120,000 km","Rs 3,600,000"
https://ikman.lk/en/ad/nissan-sunny-1979-for-sale-kurunegala,Nissan Sunny 1979,"Posted on 31 Jul 11:54 am, Wariyapola, Kurunegala2094views",Nissan,Sunny,0,0,1979,Used,Manual,Saloon,Petrol,"2,500 cc","50,000 km","Rs 500,000"
https://ikman.lk/en/ad/nissan-sunny-b211-1976-for-sale-matara,Nissan Sunny B211 1976,"Posted on 18 Aug 5:34 am, Deniyaya, Matara10697views",Nissan,Sunny,0,B211,1976,Used,Manual,0,Petrol,"1,200 cc","50,000 km","Rs 560,000"
https://ikman.lk/en/ad/nissan-sunny-1990-for-sale-kegalle-2,Nissan Sunny 1990,"Posted on 01 Aug 12:51 pm, Galigamuwa, Kegalle2223views",Nissan,Sunny,0,Nissan,1990,Used,Manual,Saloon,Petrol,"1,490 cc","185,000 km","Rs 1,800,000"
https://ikman.lk/en/ad/nissan-march-k11-1996-for-sale-gampaha-100,Nissan March K11 1996,"Posted on 29 Jul 10:08 am, Delgoda, Gampaha2876views",Nissan,March,0,K11,1996,Used,Manual,Hatchback,Petrol,"1,000 cc","500,000 km","Rs 2,350,000"
https://ikman.lk/en/ad/nissan-pulsar-1997-for-sale-colombo-156,Nissan Pulsar 1997,"Posted on 30 Jul 2:19 pm, Kesbewa, Colombo3507views",Nissan,Pulsar,0,0,1997,Used,Manual,0,Petrol,"1,500 cc","200,000 km","Rs 3,000,000"
https://ikman.lk/en/ad/nissan-sunny-1990-for-sale-ratnapura,Nissan Sunny 1990,"Posted on 13 Sep 12:13 pm, Ratnapura City, Ratnapura855views",Nissan,Sunny,0,0,1990,Used,Manual,Saloon,Petrol,"1,500 cc","100,000 km","Rs 1,560,000"
https://ikman.lk/en/ad/nissan-bluebird-1998-for-sale-colombo,Nissan Bluebird 1998,"Posted on 24 Sep 3:23 pm, Colombo 2, Colombo",Nissan,Bluebird,0,0,1998,Used,Manual,Saloon,Diesel,"1,970 cc","190,550 km","Rs 3,000,000"
https://ikman.lk/en/ad/nissan-bluebird-su14-le-grand-1998-for-sale-matara-1,Nissan Bluebird ÅU14 Le Grand 1998,"Posted on 21 Sep 12:37 pm, Matara City, Matara668views",Nissan,Bluebird,0,ÅU14 Le Grand,1998,Used,Manual,Saloon,Diesel,"2,000 cc","223,000 km","Rs 2,500,000"
https://ikman.lk/en/ad/nissan-dutsun-d21-4wd-1989-for-sale-colombo,Nissan Dutsun D21 4WD 1989,"Posted on 20 Sep 3:18 pm, Malabe, Colombo436views",Nissan,Dutsun,0,D21 4WD,1989,Used,Manual,SUV / 4x4,Diesel,"2,700 cc","200,000 km","Rs 3,490,000"
https://ikman.lk/en/ad/nissan-sunny-doctor-1991-for-sale-hambantota,Nissan Sunny 1991,"Posted on 19 Sep 5:41 pm, Tissamaharama, Hambantota1237views",Nissan,Sunny,0,Nissan,1991,Used,Manual,Saloon,Diesel,"1,890 cc","350,000 km","Rs 1,610,000"
https://ikman.lk/en/ad/nissan-sunny-hodathathwaye-atha-1991-for-sale-colombo,Nissan Sunny 1991,"Posted on 19 Sep 3:30 pm, Angoda, Colombo1219views",Nissan,Sunny,0,1991,1991,Used,Manual,Saloon,Diesel,"1,650 cc","175,000 km","Rs 1,325,000"
https://ikman.lk/en/ad/nissan-patrol-jeep-1984-for-sale-kandy,Nissan Patrol Jeep 1984,"Posted on 18 Sep 5:13 pm, Pilimatalawa, Kandy3260views",Nissan,Patrol,0,Jeep,1984,Used,Manual,SUV / 4x4,Diesel,"3,300 cc","150,000 km","Rs 2,700,000"
https://ikman.lk/en/ad/nissan-sunny-doctor-diesel-1992-for-sale-gampaha-1,Nissan Sunny DOCTOR DIESEL 1992,"Posted on 15 Sep 7:43 am, Gampaha City, Gampaha1746views",Nissan,Sunny,0,DOCTOR SUNNY DIESEL,1992,Used,Manual,Saloon,Diesel,"1,700 cc","195,421 km","Rs 1,650,000"
https://ikman.lk/en/ad/nissan-dutsun-double-cab-1985-for-sale-kurunegala,Nissan Dutsun Double Cab 1985,"Posted on 10 Sep 6:48 pm, Kurunegala City, Kurunegala2240views",Nissan,Dutsun,0,Double Cab ,1985,Used,Manual,0,Diesel,"2,860 cc","150,000 km","Rs 1,650,000"
https://ikman.lk/en/ad/nissan-dutsun-d21-4wd-cab-1991-for-sale-kurunegala,Nissan Dutsun D21 4WD CAB 1991,"Posted on 09 Sep 7:10 pm, Kurunegala City, Kurunegala1725views",Nissan,Dutsun,0,D21 4WD CAB,1991,Used,Manual,SUV / 4x4,Diesel,"2,700 cc","214,000 km","Rs 4,250,000"
https://ikman.lk/en/ad/nissan-double-cab-1992-for-sale-monaragala,Nissan Double cab 1992,"Posted on 08 Sep 4:59 pm, Buttala, Monaragala1487views",Nissan,Double cab,0,1992,1992,Used,Manual,0,Diesel,"1,600 cc","260,400 km","Rs 3,500,000"
https://ikman.lk/en/ad/nissan-sunny-doctor-1992-for-sale-kalutara,Nissan Sunny Doctor 1992,"Posted on 05 Sep 1:35 pm, Kalutara City, Kalutara2898views",Nissan,Sunny,0,Doctor,1992,Used,Manual,Saloon,Diesel,"1,700 cc","155,000 km","Rs 1,650,000"
https://ikman.lk/en/ad/nissan-navara-double-cab-2009-for-sale-colombo,Nissan Navara 2009,"Posted on 04 Sep 12:10 pm, Malabe, Colombo7333views",Nissan,Navara,0,Nissan,2009,Used,Manual,SUV / 4x4,Diesel,"2,488 cc","51,054 km","Rs 8,000,000"
https://ikman.lk/en/ad/nissan-dutsun-d21-1981-for-sale-colombo,Nissan Dutsun D21 1981,"Posted on 24 Sep 12:21 pm, Malabe, Colombo2255views",Nissan,Dutsun,0,D21,1981,Used,Manual,SUV / 4x4,Diesel,"2,200 cc","100,000 km","Rs 1,300,000"
https://ikman.lk/en/ad/nissan-dutsun-used-1986-for-sale-hambantota-1,Nissan Dutsun 1986,"Posted on 16 Aug 5:52 pm, Tissamaharama, Hambantota2654views",Nissan,Dutsun,0,1986,1986,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","150,000 km","Rs 2,575,000"
https://ikman.lk/en/ad/nissan-sunny-1992-for-sale-anuradhapura,Nissan Sunny 1992,"Posted on 08 Sep 2:31 pm, Anuradhapura City, Anuradhapura2517views",Nissan,Sunny,0,0,1992,Used,Manual,Saloon,Diesel,"1,700 cc","250,000 km","Rs 1,625,000"
https://ikman.lk/en/ad/nissan-double-cab-1984-for-sale-kurunegala-2,Nissan Double cab 1984,"Posted on 24 Sep 9:23 am, Ibbagamuwa, Kurunegala3111views",Nissan,Double cab,0,1984,1984,Used,Manual,Convertible,Diesel,"2,300 cc","356,000 km","Rs 2,000,000"
https://ikman.lk/en/ad/nissan-wingroad-wey10-ga-2000-1997-for-sale-colombo,Nissan Wingroad WEY10 GA-2000/ 1997,"Posted on 15 Aug 7:15 am, Homagama, Colombo10266views",Nissan,Wingroad,0,WEY10 GA-2000/,1997,Used,Manual,Station wagon,Diesel,"1,970 cc","210,000 km","Rs 1,890,000"
https://ikman.lk/en/ad/nissan-cefiro-cedric-diesal-1987-for-sale-colombo,Nissan Cefiro CEDRIC DIESAL 1987,"Posted on 09 Aug 9:01 pm, Kohuwala, Colombo1362views",Nissan,Cefiro,0,CEDRIC DIESAL,1987,Used,Manual,Saloon,Diesel,"2,200 cc","327,000 km","Rs 1,875,000"
https://ikman.lk/en/ad/nissan-sunny-doctor-b13-1991-for-sale-puttalam,Nissan Sunny Doctor B13 1991,"Posted on 08 Aug 4:51 pm, Nattandiya, Puttalam4550views",Nissan,Sunny,0,Doctor B13,1991,Used,Manual,Saloon,Diesel,"1,500 cc","200,000 km","Rs 1,750,000"
https://ikman.lk/en/ad/nissan-bluebird-1985-for-sale-colombo-5,Nissan Bluebird 1985,"Posted on 06 Aug 8:13 pm, Piliyandala, Colombo864views",Nissan,Bluebird,0,0,1985,Used,Manual,Saloon,Diesel,"2,000 cc","150,000 km","Rs 1,760,000"
https://ikman.lk/en/ad/nissan-navara-2008-for-sale-kegalle,Nissan Navara 2008,"Posted on 20 Aug 11:15 pm, Mawanella, Kegalle10442views",Nissan,Navara,0,0,2008,Used,Manual,0,Diesel,"2,500 cc","160,000 km","Rs 5,900,000"
https://ikman.lk/en/ad/nissan-double-cab-d21-1980-for-sale-kandy,Nissan Double cab D21 1980,"Posted on 01 Aug 8:06 pm, Katugastota, Kandy7077views",Nissan,Double cab,0,D21,1980,Used,Manual,0,Diesel,"1,950 cc","300,000 km","Rs 1,550,000"
https://ikman.lk/en/ad/nissan-double-cab-1992-for-sale-colombo,Nissan Double Cab 1992,"Posted on 30 Jul 6:08 pm, Athurugiriya, Colombo2656views",Nissan,Other Model,0,Double Cab,1992,Used,Manual,0,Diesel,"2,000 cc","200,000 km","Rs 4,000,000"
https://ikman.lk/en/ad/nissan-sunny-1993-for-sale-hambantota,Nissan Sunny 1993,"Posted on 30 Jul 12:09 pm, Tangalla, Hambantota5127views",Nissan,Sunny,0,0,1993,Used,Manual,Saloon,Diesel,"1,500 cc","124,000 km","Rs 1,500,000"
https://ikman.lk/en/ad/suzuki-swift-full-option-auto-2007-for-sale-colombo-1,Suzuki Swift FULL OPTION AUTO 2007,"Posted on 24 Sep 6:30 pm, Boralesgamuwa, Colombo",Suzuki,Swift,0,FULL OPTION AUTO,2007,Used,Automatic,Hatchback,Petrol,"1,240 cc","132,000 km","Rs 5,790,000"
https://ikman.lk/en/ad/suzuki-alto-2017-for-sale-colombo-951,Suzuki Alto 2017,"Posted on 24 Sep 5:46 pm, Nugegoda, Colombo5056views",Suzuki,Alto,0,Suzuki,2017,Used,Automatic,Hatchback,Petrol,650 cc,"72,450 km","Rs 5,425,000"
https://ikman.lk/en/ad/suzuki-wagon-r-2018-for-sale-gampaha-245,Suzuki Wagon R 2018,"Posted on 24 Sep 3:17 pm, Kiribathgoda, Gampaha",Suzuki,Wagon R,0,0,2018,Used,Automatic,Hatchback,Petrol,600 cc,"78,500 km","Rs 6,650,000"
https://ikman.lk/en/ad/suzuki-wagon-r-fx-safety-2017-for-sale-colombo-980,Suzuki Wagon R FX Safety 2017,"Posted on 24 Sep 2:00 pm, Dehiwala, Colombo",Suzuki,Wagon R FX,0,Safety,2017,Used,Automatic,Hatchback,Petrol,660 cc,"92,000 km","Rs 6,250,000"
https://ikman.lk/en/ad/suzuki-grand-vitara-25000miles-2019-for-sale-colombo,Suzuki Grand Vitara 25000MILES 2019,"Posted on 24 Sep 8:17 pm, Kohuwala, Colombo",Suzuki,Grand Vitara,0,25000MILES,2019,Used,Automatic,Station wagon,Petrol,"1,000 cc","25,000 km","Rs 13,590,000"
https://ikman.lk/en/ad/suzuki-s-cross-fully-loaded-2018-for-sale-colombo-1,Suzuki S-Cross Fully loaded 2018,"Posted on 24 Sep 1:00 pm, Malabe, Colombo8views",Suzuki,S-Cross,0,Fully loaded,2018,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc",15 km,"Rs 11,975,000"
https://ikman.lk/en/ad/suzuki-swift-japan-2010-for-sale-colombo-31,Suzuki Swift JAPAN 2010,"Posted on 24 Sep 3:42 pm, Malabe, Colombo",Suzuki,Swift,0,JAPAN,2010,Used,Automatic,Hatchback,Petrol,"1,300 cc","104,963 km","Rs 5,995,000"
https://ikman.lk/en/ad/suzuki-wagon-r-stingray-turbo-2017-for-sale-colombo-296,Suzuki Wagon R Stingray Turbo 2017,"Posted on 24 Sep 9:52 am, Nugegoda, Colombo",Suzuki,Wagon R Stingray,0,Turbo ,2017,Used,Automatic,Hatchback,Petrol,660 cc,"76,500 km","Rs 7,375,000"
https://ikman.lk/en/ad/suzuki-alto-japan-2016-for-sale-colombo-592,Suzuki Alto Japan 2016,"Posted on 24 Sep 9:36 am, Kohuwala, Colombo",Suzuki,Alto,0,Japan ,2016,Used,Automatic,Hatchback,Petrol,650 cc,"103,000 km","Rs 5,395,000"
https://ikman.lk/en/ad/suzuki-wagon-r-j-style-model-2015-for-sale-colombo-8,Suzuki Wagon R J Style Model 2015,"Posted on 24 Sep 3:44 pm, Malabe, Colombo",Suzuki,Wagon R,0,J Style Model,2015,Used,Automatic,Hatchback,Petrol,660 cc,"63,000 km","Rs 5,995,000"
https://ikman.lk/en/ad/suzuki-swift-beetle-model-2011-for-sale-colombo-1,Suzuki Swift Beetle Model 2011,"Posted on 24 Sep 6:48 pm, Maharagama, Colombo",Suzuki,Swift,0,Beetle Model,2011,Used,Automatic,Hatchback,Petrol,"1,300 cc","132,000 km","Rs 5,790,000"
https://ikman.lk/en/ad/suzuki-celerio-vxi-auto-1st-owner-2016-for-sale-gampaha-5,Suzuki Celerio VXI Auto 1st owner 2016,"Posted on 25 Sep 6:10 am, Kadawatha, Gampaha125views",Suzuki,Celerio,0,VXI Auto 1st owner,2016,Used,Automatic,Hatchback,Petrol,"1,000 cc","95,000 km","Rs 4,925,000"
https://ikman.lk/en/ad/suzuki-sx4-mini-suv-2012-for-sale-kurunegala,Suzuki SX4 Mini SUV 2012,"Posted on 23 Sep 11:07 pm, Kuliyapitiya, Kurunegala113views",Suzuki,SX4,0,Mini SUV,2012,Used,Automatic,Hatchback,Petrol,"1,500 cc","135,000 km","Rs 6,290,000"
https://ikman.lk/en/ad/suzuki-swift-stylish-pack-2009-for-sale-gampaha-1,Suzuki Swift stylish pack 2009,"Posted on 23 Sep 1:33 pm, Negombo, Gampaha141views",Suzuki,Swift,0,stylish pack ,2009,Used,Automatic,0,Petrol,"1,500 cc","140,000 km","Rs 6,190,000"
https://ikman.lk/en/ad/suzuki-wagon-r-j-style-model-2015-for-sale-colombo-7,Suzuki Wagon R J Style Model 2015,"Posted on 23 Sep 1:19 pm, Malabe, Colombo399views",Suzuki,Wagon R,0,J Style Model,2015,Used,Automatic,Hatchback,Petrol,660 cc,"84,254 km","Rs 5,695,000"
https://ikman.lk/en/ad/suzuki-wagon-r-stingray-2014-for-sale-colombo-2384,Suzuki Wagon R Stingray 2014,"Posted on 23 Sep 1:20 pm, Malabe, Colombo130views",Suzuki,Wagon R Stingray,0,0,2014,Used,Automatic,Hatchback,Petrol,660 cc,"126,986 km","Rs 5,575,000"
https://ikman.lk/en/ad/suzuki-celerio-vxi-auto-2015-for-sale-gampaha-186,Suzuki Celerio VXI Auto 2015,"Posted on 23 Sep 10:54 am, Kadawatha, Gampaha200views",Suzuki,Celerio,0,VXI Auto ,2015,Used,Automatic,Hatchback,Petrol,"1,000 cc","82,000 km","Rs 4,850,000"
https://ikman.lk/en/ad/suzuki-celerio-vxi-auto-2015-for-sale-gampaha-185,Suzuki Celerio VXI Auto 2015,"Posted on 22 Sep 9:42 pm, Kadawatha, Gampaha331views",Suzuki,Celerio,0,VXI Auto ,2015,Used,Automatic,Hatchback,Petrol,"1,000 cc","121,000 km","Rs 4,790,000"
https://ikman.lk/en/ad/suzuki-swift-2002-for-sale-kalutara-30,Suzuki Swift 2002,"Posted on 21 Sep 11:28 pm, Horana, Kalutara433views",Suzuki,Swift,0,Suzuki,2002,Used,Automatic,Hatchback,Petrol,"1,320 cc","209,000 km","Rs 4,019,999"
https://ikman.lk/en/ad/suzuki-alto-k-10-2015-for-sale-colombo-17,Suzuki Alto K 10 2015,"Posted on 21 Sep 2:33 pm, Avissawella, Colombo5220views",Suzuki,Alto,0,K 10,2015,Used,Automatic,Hatchback,Petrol,998 cc,"60,000 km","Rs 2,990,000"
https://ikman.lk/en/ad/suzuki-grand-vitara-v6-2004-for-sale-colombo-1,Suzuki Grand Vitara V6 2004,"Posted on 21 Sep 12:06 am, Boralesgamuwa, Colombo474views",Suzuki,Grand Vitara,0,V6,2004,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc","165,000 km","Rs 5,150,000"
https://ikman.lk/en/ad/suzuki-wagon-r-fz-2014-for-sale-colombo-2257,Suzuki Wagon R FZ 2014,"Posted on 20 Sep 5:48 pm, Colombo 7, Colombo819views",Suzuki,Wagon R FZ,0,0,2014,Used,Automatic,Hatchback,Petrol,600 cc,"95,988 km","Rs 5,260,000"
https://ikman.lk/en/ad/suzuki-swift-rs-turbo-2017-for-sale-gampaha-204,Suzuki Swift RS TURBO 2017,"Posted on 20 Sep 4:25 pm, Negombo, Gampaha460views",Suzuki,Swift,0,RS TURBO ,2017,Used,Automatic,0,Petrol,"1,000 cc","83,000 km","Rs 9,390,000"
https://ikman.lk/en/ad/suzuki-alto-x-grade-safety-2015-for-sale-colombo,Suzuki Alto X GRADE SAFETY 2015,"Posted on 20 Sep 1:51 pm, Colombo 8, Colombo356views",Suzuki,Alto,0,X GRADE SAFETY ,2015,Used,Automatic,Hatchback,Petrol,650 cc,"125,000 km","Rs 5,950,000"
https://ikman.lk/en/ad/suzuki-wagon-r-stingray-2014-for-sale-colombo-2383,Suzuki Wagon R Stingray 2014,"Posted on 20 Sep 1:45 pm, Malabe, Colombo241views",Suzuki,Wagon R Stingray,0,0,2014,Used,Automatic,Hatchback,Petrol,660 cc,"69,800 km","Rs 5,795,000"
https://ikman.lk/en/ad/suzuki-swift-2004-for-sale-colombo-2321,Suzuki Swift 2004,"Posted on 20 Sep 12:38 pm, Malabe, Colombo323views",Suzuki,Swift,0,0,2004,Used,Automatic,Hatchback,Petrol,"1,320 cc","127,174 km","Rs 4,390,000"
https://ikman.lk/en/ad/suzuki-wagon-r-2019-for-sale-colombo-3,Suzuki Wagon R 2019,"Posted on 24 Sep 9:34 am, Malabe, Colombo1450views",Suzuki,Wagon R,0,0,2019,Used,Automatic,Hatchback,Petrol,998 cc,"18,118 km","Rs 6,095,000"
https://ikman.lk/en/ad/suzuki-wagon-r-stingray-2015-for-sale-colombo-1730,Suzuki Wagon R Stingray 2015,"Posted on 20 Sep 1:47 pm, Malabe, Colombo354views",Suzuki,Wagon R Stingray,0,0,2015,Used,Automatic,Hatchback,Petrol,660 cc,"73,000 km","Rs 5,895,000"
https://ikman.lk/en/ad/suzuki-wagon-r-stingray-2017-for-sale-colombo-1711,Suzuki Wagon R Stingray 2017,"Posted on 20 Sep 8:55 am, Rajagiriya, Colombo307views",Suzuki,Wagon R Stingray,0,0,2017,Used,Automatic,Hatchback,Petrol,660 cc,"45,000 km","Rs 7,225,000"
https://ikman.lk/en/ad/suzuki-swift-rs-turbo-2017-for-sale-colombo-967,Suzuki Swift RS Turbo 2017,"Posted on 24 Sep 12:27 pm, Dehiwala, Colombo836views",Suzuki,Swift,0,RS Turbo ,2017,Used,Automatic,0,Petrol,"1,000 cc","75,000 km","Rs 8,975,000"
https://ikman.lk/en/ad/suzuki-alto-2010-for-sale-gampaha-612,Suzuki Alto 2010,"Posted on 19 Sep 10:35 am, Kiribathgoda, Gampaha809views",Suzuki,Alto,0,Suzuki,2010,Used,Automatic,Hatchback,Petrol,660 cc,"159,000 km","Rs 4,400,000"
https://ikman.lk/en/ad/suzuki-celerio-vxi-auto-2015-for-sale-gampaha-183,Suzuki Celerio VXI Auto 2015,"Posted on 19 Sep 9:41 am, Kadawatha, Gampaha660views",Suzuki,Celerio,0,VXI Auto ,2015,Used,Automatic,Hatchback,Petrol,"1,000 cc","95,000 km","Rs 4,790,000"
https://ikman.lk/en/ad/suzuki-wagon-r-stingray-j-style-2015-for-sale-gampaha-267,Suzuki Wagon R Stingray J Style 2015,"Posted on 18 Sep 10:55 pm, Negombo, Gampaha646views",Suzuki,Wagon R Stingray,0,J Style,2015,Used,Automatic,Hatchback,Petrol,600 cc,"123,000 km","Rs 5,650,000"
https://ikman.lk/en/ad/suzuki-swift-2005-for-sale-colombo-829,Suzuki Swift 2005,"Posted on 22 Sep 8:16 pm, Nugegoda, Colombo831views",Suzuki,Swift,0,Suzuki,2005,Used,Automatic,Hatchback,Petrol,"1,300 cc","109,000 km","Rs 5,000,000"
https://ikman.lk/en/ad/suzuki-alto-japan-2017-for-sale-colombo-763,Suzuki Alto Japan 2017,"Posted on 22 Sep 11:37 am, Moratuwa, Colombo617views",Suzuki,Alto,0,Japan Alto,2017,Used,Automatic,0,Petrol,660 cc,"53,000 km","Rs 5,650,000"
https://ikman.lk/en/ad/suzuki-alto-full-option-2017-for-sale-kandy,Suzuki Alto 2017,"Posted on 18 Sep 6:03 pm, Gampola, Kandy423views",Suzuki,Alto,0,2017,2017,Used,Automatic,Saloon,Petrol,650 cc,"54,105 km","Rs 5,685,000"
https://ikman.lk/en/ad/suzuki-alto-japan-2017-for-sale-colombo-762,Suzuki Alto Japan 2017,"Posted on 18 Sep 4:43 pm, Kesbewa, Colombo451views",Suzuki,Alto,0,Japan,2017,Used,Automatic,Hatchback,Petrol,650 cc,"70,000 km","Rs 5,390,000"
https://ikman.lk/en/ad/suzuki-swift-2010-for-sale-puttalam-28,Suzuki Swift 2010,"Posted on 18 Sep 4:25 pm, Dankotuwa, Puttalam536views",Suzuki,Swift,0,0,2010,Used,Automatic,Hatchback,Petrol,"1,290 cc","126,000 km","Rs 5,750,000"
https://ikman.lk/en/ad/suzuki-wagon-r-fz-safety-2017-for-sale-colombo-1158,Suzuki Wagon R FZ SAFETY 2017,"Posted on 18 Sep 3:10 pm, Malabe, Colombo564views",Suzuki,Wagon R,0,FZ SAFETY,2017,Used,Automatic,Hatchback,Petrol,650 cc,"72,669 km","Rs 6,690,000"
https://ikman.lk/en/ad/suzuki-swift-13-c-antenna-2004-for-sale-colombo,Suzuki Swift 1.3 C ANTENNA 2004,"Posted on 18 Sep 11:05 am, Boralesgamuwa, Colombo374views",Suzuki,Swift,0,1.3 C ANTENNA,2004,Used,Automatic,Hatchback,Petrol,"1,300 cc","69,200 km","Rs 4,290,000"
https://ikman.lk/en/ad/suzuki-alto-2002-for-sale-kandy-22,Suzuki Alto 2002,"Posted on 17 Sep 8:08 pm, Kundasale, Kandy2025views",Suzuki,Alto,0,0,2002,Used,Automatic,Hatchback,Petrol,630 cc,"210,635 km","Rs 2,600,000"
https://ikman.lk/en/ad/suzuki-wagon-r-fz-2018-for-sale-kalutara-99,Suzuki Wagon R FZ 2018,"Posted on 18 Sep 11:06 am, Horana, Kalutara500views",Suzuki,Wagon R FZ,0,0,2018,Used,Automatic,Station wagon,Petrol,650 cc,"77,699 km","Rs 6,495,000"
https://ikman.lk/en/ad/suzuki-swift-2011-for-sale-gampaha-35,Suzuki Swift 2011,"Posted on 16 Sep 10:55 pm, Ja-Ela, Gampaha1814views",Suzuki,Swift,0,2011,2011,Used,Automatic,Hatchback,Petrol,"1,400 cc","85,000 km","Rs 6,150,000"
https://ikman.lk/en/ad/suzuki-celerio-2015-for-sale-colombo-1120,Suzuki Celerio 2015,"Posted on 21 Sep 3:31 pm, Hanwella, Colombo721views",Suzuki,Celerio,0,Suzuki,2015,Used,Automatic,Hatchback,Petrol,"1,000 cc","131,000 km","Rs 4,675,000"
https://ikman.lk/en/ad/suzuki-wagon-r-stingray-2014-for-sale-colombo-2382,Suzuki Wagon R Stingray 2014,"Posted on 18 Sep 8:25 am, Kolonnawa, Colombo1426views",Suzuki,Wagon R Stingray,0,0,2014,Used,Automatic,0,Petrol,650 cc,"98,000 km","Rs 5,490,000"
https://ikman.lk/en/ad/suzuki-cappuccino-2000-for-sale-colombo-10,Suzuki Cappuccino 2000,"Posted on 16 Sep 10:08 am, Colombo 4, Colombo788views",Suzuki,Other Model,0,Cappuccino,2000,Used,Automatic,Convertible,Petrol,650 cc,"36,000 km","Rs 4,000,000"
https://ikman.lk/en/ad/suzuki-s-cross-2017-for-sale-colombo-7,Suzuki S-Cross 2017,"Posted on 24 Sep 11:38 am, Colombo 4, Colombo798views",Suzuki,S-Cross,0,0,2017,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc","37,000 km","Rs 11,500,000"
https://ikman.lk/en/ad/suzuki-xbee-fully-loaded-2019-for-sale-colombo,Suzuki XBee FULLY LOADED 2019,"Posted on 15 Sep 11:50 pm, Kohuwala, Colombo774views",Suzuki,XBee,0,FULLY LOADED,2019,Used,Automatic,Hatchback,Petrol,"1,000 cc","45,000 km","Rs 9,650,000"
https://ikman.lk/en/ad/suzuki-spacia-2015-for-sale-kegalle,Suzuki Spacia 2015,"Posted on 15 Sep 3:30 pm, Kegalle City, Kegalle1155views",Suzuki,Spacia,0,0,2015,Used,Automatic,0,Petrol,650 cc,"96,500 km","Rs 6,075,000"
https://ikman.lk/en/ad/suzuki-alto-japan-2016-for-sale-gampaha-200,Suzuki Alto Japan 2016,"Posted on 24 Sep 4:49 pm, Kandana, Gampaha832views",Suzuki,Alto,0,Japan Alto,2016,Used,Automatic,Hatchback,Petrol,650 cc,"57,000 km","Rs 5,490,000"
https://ikman.lk/en/ad/suzuki-swift-2007-for-sale-colombo-1057,Suzuki Swift 2007,"Posted on 14 Sep 4:11 pm, Talawatugoda, Colombo945views",Suzuki,Swift,0,0,2007,Used,Automatic,Hatchback,Petrol,"1,320 cc","118,000 km","Rs 5,000,000"
https://ikman.lk/en/ad/suzuki-wagon-r-stingray-2018-for-sale-kalutara-267,Suzuki Wagon R Stingray 2018,"Posted on 24 Sep 10:22 am, Ingiriya, Kalutara441views",Suzuki,Wagon R Stingray,0,0,2018,Used,Automatic,0,Petrol,650 cc,"80,000 km","Rs 7,800,000"
https://ikman.lk/en/ad/suzuki-jimny-fully-loaded-2018-for-sale-gampaha,Suzuki Jimny Fully Loaded 2018,"Posted on 15 Sep 7:57 am, Kiribathgoda, Gampaha1042views",Suzuki,Jimny,0,Fully Loaded,2018,Used,Automatic,Station wagon,Petrol,650 cc,"64,000 km","Rs 7,000,000"
