model,map_model_name
AD WAGON PETROL - MANNUAL,AD WAGON
CEFIRO 2308M,CEFIRO
NAVARA 4WD,NAVARA
KR.SKF2MN VANETTE,VANETTE
SUNNY GF FB15,SUNNY
ABA-DR17W-NV100,NV100
HBD-DR64 CLIPPER,CLIPPER
CARAVAN VRE24,CARAVAN
LEAF ZEO,LEAF
NAVARA PLATIONUM,NAVARA
X-TRAIL JEEP TA-NT30,X-TRAIL
SUNNY LE 1.6 A,SUNNY
WB12 SUNNY,SUNNY
DBA-K-13 MARCH,MARCH
SUNNY UA-FB 15,SUNNY
NAVARA OUTLA WD/CDCI,NAVARA
HBD-DR17V NV100,NV100
GBD-U72V CLIPPER,CLIPPER
CARAVAN KG-VWMGE24,CARAVAN
X-TRAIL 2.5A,X-TRAIL
BAAB14-SUNNY,SUNNY
CARAVAN CRGE24 HIGHROOF,CARAVAN
ZAA- AZEO- LEAF,LEAF
ABA-DR17W CLIPPER,CLIPPER
CQGE25 CARAVAN,CARAVAN
CARAVAN KG-CWGE24,CARAVAN
ADF-VWME25 CARAVAN,CARAVAN
EBD-DR17V/CLIPPER,CLIPPER
HBD-DR17V CLIPPER NV100,NV100
KQ SKF2VN VANETTE,VANETTE
ABF SKP2TN-VANETTE,VANETTE
DAB-Y12 WINGROAD,WINGROAD
DBA-SC11 TIIDA LATIO,TIIDA
KR-CWGE25 CARAVAN,CARAVAN
WHB12-SUNNY,SUNNY
AD WAGON DIESEL - AUTO,AD WAGON
VW25E26 CARAVAN,CARAVAN
EBD-DR17V CLIPPER,CLIPPER
HBD.DR64V NV100,NV100
DBA-AK12 MARCH,MARCH
LDF-VWME25 CARAVAN,CARAVAN
CARAVAN FOUR DOORS,CARAVAN
SUNNY-UA-FB15,SUNNY
SU14 BLUEBIRD,BLUEBIRD
E.FB14 SUNNY,SUNNY
CARAVAN VYGE24,CARAVAN
GBD-U71V NV100,NV100
NAVARA D/C OUTLAW,NAVARA
GC.SK82VN.VANETTE,VANETTE
SUNNY VY10,SUNNY
SUNNY UA-FB15,SUNNY
SUNNY VIP A,SUNNY
WINGROAD UA-WFY11,WINGROAD
NAVARA DCISE,NAVARA
SUNNY EX,SUNNY
SUNNY 1.5 M,SUNNY
KR-CWGE25-CARAVAN,CARAVAN
AD WAGON,AD WAGON
PULSAR,PULSAR
AD WAGON GJ-VFY11,AD WAGON
BCAB13 SUNNY,SUNNY
R-VY10-SUNNY,SUNNY
E HB 12 SUNNY,SUNNY
BROWNY-DOUBLE CAB,DOUBLE CAB
VANETTE DBF- VM20,VANETTE
TA-AK11-MARCH,MARCH
GE-SK82MN VANETTE,VANETTE
2WD DOUBLE CAB,DOUBLE CAB
SUNNY Q-5B13,SUNNY
NAVARA AVENTURA D/C DC1 A,NAVARA
AD WAGON UB-VY11,AD WAGON
WINGROAD TA WFY11,WINGROAD
SUNNY EX SALOON KE-SB15,SUNNY
SUNNY 1.5A,SUNNY
BHAB13-SUNNY,SUNNY
ADF-VWE25-CARAVAN,CARAVAN
CLIPPER TRUCK,CLIPPER
CARAVAN VWGE 25,CARAVAN
SUNNY EX SALOON,SUNNY
VANETTE GA-SS88HN,VANETTE
CEFIRO,CEFIRO
CARAVAN,CARAVAN
TIIDA,TIIDA
SUNNY CFAN16,SUNNY
CARAVAN VWME25,CARAVAN
NAVARA,NAVARA
CLIPPER BUDY VAN,CLIPPER
MARCH,MARCH
BLUEBIRD,BLUEBIRD
SUNNY FB13,SUNNY
SUNNY FB14,SUNNY
SUNNY N16,SUNNY
SUNNY N17,SUNNY
MARCH K11,MARCH
MARCH AK12,MARCH
AD WAGON LY11,AD WAGON
AD WAGON LY12,AD WAGON
WINGROAD,WINGROAD
CARAVAN KG-VWGE24,CARAVAN
VANETTE,VANETTE
X-TRAIL,X-TRAIL
CARAVAN VRGE 24,CARAVAN
CARAVAN VPE25,CARAVAN
SERENA,SERENA
CARAVAN VX,CARAVAN
E-B12SUNNY,SUNNY
G8D-U71V CLIPPER,CLIPPER
VWMGE24-CARAVAN,CARAVAN
E-FB13-SUNNY,SUNNY
TIIDA LATIO,TIIDA
GE-VPE25-CARAVAN,CARAVAN
VANETTE KR SKF2LN,VANETTE
PRIMERA,PRIMERA
MARCH DBA-AK12,MARCH
MARCH TA-K11,MARCH
E-B13-SUNNY,SUNNY
CARAVAN ADF-CWGE25,CARAVAN
VANETTE MAINTANWORK,VANETTE
SUNNY B11,SUNNY
MARCH K10,MARCH
KG-CWGE25 CARAVAN,CARAVAN
SUNNY METAL,SUNNY
VANETTE LARGO,VANETTE
SUNNY VB11,SUNNY
KRSKF2VN VANETTE,VANETTE
SUNNY-QF-FB15,SUNNY
NAVARA PICKUP,NAVARA
GBD - U71T CLIPPER,CLIPPER
EBD-DR16T NT100 CLIPPER DX,CLIPPER
DBA-B21W DAYZ HIGHWAY STAR,DAYZ
DR17V CLIPPER,CLIPPER
LFMD22 DOUBLE CAB,DOUBLE CAB
LC-VPE25 CARAVAN,CARAVAN
HA31 CEFIRO,CEFIRO
HBD-DR17V CLIPPER,CLIPPER
DAA HNT32 X-TRAIL,X-TRAIL
E-K10-MARCH,MARCH
4WD (DOUBLE CAB),DOUBLE CAB
MARCH (GH-K11),MARCH
HBD-DR64V CLIPPER NV100,NV100
YU12 BLUEBIRD,BLUEBIRD
VANETTE 4WD,VANETTE
SUNNY VIP M,SUNNY
VANETTE-KJ-SK22VN,VANETTE
SUNNY-FB15,SUNNY
LDF-CWGE25 CARAVAN,CARAVAN
NV100 CLIPPER,NV100
SUNNY B14,SUNNY
DBA-B21W DAYZ,DAYZ
DAA-HFC26-SERENA,SERENA
GBD-U71V NV100 CLIPPER,NV100
GBD-U71V CLIPPER,CLIPPER
TRAD SUNNY,SUNNY
LEAF ELECTRIC,LEAF
NAVARA D/C OUTLOW DC,NAVARA
ZAA -ZEO-LEAF,LEAF
B13 SUNNY,SUNNY
CBF-VR2E26 CARAVAN,CARAVAN
LEAF ELECTRIC CAR / ZAA-ZEO,LEAF
GA15 SUNNY,SUNNY
FB12-SUNNY,SUNNY
NV350 CARAVAN LDF-VW2E26,CARAVAN
X-TRAIL JEEP,X-TRAIL
VANETTE HALF BODY,VANETTE
CARAVAN NV 350,CARAVAN
BCA3-SUNNY,SUNNY
LEAF G,LEAF
GBD-U71T CLIPPER (FREEZER),CLIPPER
SUNNY SUPER SALOON,SUNNY
NAVARA AVENTURA,NAVARA
ZAA-AZE0 LEAF,LEAF
B14 SUNNY,SUNNY
DAA-HT32 X-TRAIL,X-TRAIL
LEAF X,LEAF
CARAVAN GX,CARAVAN
DOUBLE CAB,DOUBLE CAB
BBAB13-SUNNY,SUNNY
LDF VWE25-CARAVAN DX,CARAVAN
LEAF ACCENTA,LEAF
CARAVAN VYE23,CARAVAN
